returns,log_returns,ema_ratio_8,ema_ratio_21,ema_ratio_50,ema_cross_8_21,rsi_14,rsi_7,macd,macd_signal,macd_hist,bb_pct,atr_norm,vol_ratio,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,mom_5,mom_10,mom_20,high_low_range,close_position,rolling_vol_5,rolling_vol_20,funding_rate,funding_rate_ma8,funding_rate_std8,funding_cumulative,oi_change,oi_ratio,oi_price_div,long_short_ratio,ls_ma8,ls_change,label,symbol,timestamp
-0.0006477280658895301,-0.000647937932342355,0.9968760742544834,0.990610614789549,0.9895209162266102,-454.2057668029447,20.53988104315964,48.99868247694352,-334.35299380277866,-184.49989608723305,-149.8530977155456,0.2120706391249013,0.006146130209877783,0.33377516103123644,0.0002289907928945123,-0.0006627959383864734,0.003258984255242403,-0.0022990108258452713,0.0003772973214684061,-0.023852605542291072,-0.017989026063100044,0.0026261164487083135,0.19468085106386074,0.0019181393221416427,0.00521401941695731,-1.32e-05,2.5702500000000007e-05,1.5718983745777893e-05,4.0640000000000045e-05,0.0005553182595336992,0.9869157895915801,0.0012030463254232293,1.1034917963819941,1.0636338276293453,0.009667522618377555,0,BTCUSDT,1775980800000
-0.0013060738720969134,-0.001306927529951036,0.9965542290901854,0.9902785623144318,0.9886849317998235,-454.65067414488294,16.539865157419257,34.14634146341477,-350.2123671279114,-217.64239029536873,-132.5699768325427,0.21158634491433684,0.005908396919109536,0.3315077878808966,-0.0006477280658895301,0.0002289907928945123,-0.0006627959383864734,-0.0017928609757188463,0.0008651427275514489,-0.020770672057590867,-0.015515980716560573,0.0017693520255234274,0.18735177865621852,0.0018087450474507947,0.0051700499746608385,-1.32e-05,2.0145000000000004e-05,2.0580980817944505e-05,5.9120000000000044e-05,0.0007778734487577932,0.9949486951334664,0.0020839473208547066,1.107481559536354,1.0751036930007385,0.0036155802584496577,0,BTCUSDT,1775984400000
-0.0011399382615032705,-0.001140588485313593,0.9964327603266776,0.9901263569987769,0.9880399822194463,-456.482413191814,18.320715288958667,38.5519801980197,-365.1482024438592,-247.14355272506685,-118.00464971879234,0.21608545928719372,0.005787913146595523,0.8322320668297907,-0.0013060738720969134,-0.0006477280658895301,0.0002289907928945123,0.003258984255242403,-0.0035232836724755634,-0.02230071533696132,-0.01719309303647376,0.0050858659975132415,0.28689427312777616,0.0005974654495755882,0.005160954928293072,-1.32e-05,1.4587500000000002e-05,2.3010236076271384e-05,7.760000000000004e-05,0.0029251654970832153,1.0018034405022733,0.004065103758586486,1.105263157894737,1.0841965470871742,-0.0020031048124592443,0,BTCUSDT,1775988000000
0.00018343844869872505,0.00018342162592375894,0.9973656643623648,0.9911813065000761,0.9886779096007756,-446.8355132615252,14.852510534961226,49.3787650602404,-371.643820398589,-272.0436062597713,-99.6002141388177,0.24591093073717504,0.0055647457963398555,0.3296250628099389,-0.0011399382615032705,-0.0013060738720969134,-0.0006477280658895301,-0.0006627959383864734,-0.0026794715339312214,-0.0024733324209050833,-0.0191765810895429,0.0018060473184397432,0.37674418604644394,0.00071990287606365,0.005117469397164051,-1.32e-05,9.030000000000003e-06,2.376486963085331e-05,9.608000000000004e-05,-0.00037475650740426136,1.00183485900235,-0.0005581949561029864,1.098635886673662,1.0899052158407,-0.005996102533353476,0,BTCUSDT,1775991600000
-0.005388741185018975,-0.005403312822897498,0.9937597642110533,0.9871107599273414,0.983992662602621,-481.5299170833023,13.296460884298924,4.317283769938044,-403.20199605658127,-298.2752842191333,-104.92671183744795,0.17529636065392054,0.005724396461962228,1.8348220172884175,0.00018343844869872505,-0.0011399382615032705,-0.0013060738720969134,0.0002289907928945123,-0.008280868290640009,-0.00954598370197901,-0.026859317339382516,0.0065679642126185685,0.08958422631805056,0.002163457784442061,0.0051425395628981905,-1.32e-05,3.4725000000000036e-06,2.3010236076271323e-05,0.00011456000000000004,0.0022720779274219005,1.0040013948955093,0.007660819112440875,1.103049421661409,1.0954258829451233,0.00401728638330745,1,BTCUSDT,1775995200000
-0.002559056780655933,-0.0025623367634289708,0.9931551661174234,0.9859664129370955,0.9821881168676568,-520.2061638848973,13.940470604008325,3.6081213307223834,-437.8347320158937,-326.18717377848543,-111.64755823740825,0.16524300037748477,0.005557437200112896,1.594839711911195,-0.005388741185018975,0.00018343844869872505,-0.0011399382615032705,-0.0006477280658895301,-0.010177598109196273,-0.009804140768233327,-0.030181262762573713,0.004206886819079753,0.1499496813149896,0.002108073953935005,0.005122135475170261,-1.32e-05,-2.0849999999999966e-06,2.0580980817944366e-05,0.00013304000000000007,0.016255888569396415,1.0178362164982024,0.018814945350052348,1.0885547201336674,1.0986037436963068,-0.013140573072337736,2,BTCUSDT,1775998800000
-0.002140841095117141,-0.0021431359713095805,0.9930086012326242,0.9853017145861689,0.9808514182084734,-556.9639916459273,12.402551381998236,1.3747507608344591,-472.080496861352,-355.3658383950588,-116.7146584662932,0.15825129614635888,0.005704725309071613,1.5732304852163403,-0.002559056780655933,-0.005388741185018975,0.00018343844869872505,-0.0013060738720969134,-0.011004949989579793,-0.010149328114478773,-0.03824793968468576,0.005942725252905205,0.13850547358400164,0.0020678850377485072,0.0047867921852699944,-1.32e-05,-7.642499999999997e-06,1.5718983745777622e-05,0.00015152000000000004,-0.0112485228082706,1.0047730630698908,-0.00910768171315346,1.103049421661409,1.1003064842957504,0.013315546990565474,2,BTCUSDT,1776002400000
0.00198279409913682,0.0019808309574924857,0.9960892718650474,0.9884005290084869,0.9834597426850382,-553.292476090166,29.085673146147855,14.646030381197178,-482.3473439982481,-380.7621395156967,-101.58520448255143,0.21638013890559665,0.0041730896611381,1.1528514296144023,-0.002140841095117141,-0.002559056780655933,-0.005388741185018975,-0.0011399382615032705,-0.007913058577077803,-0.011408462299469457,-0.03815424884161989,0.004632419881860549,0.857708714198667,0.0028099253047460656,0.004790941898213765,-1.32e-05,-1.32e-05,0.0,0.00017000000000000004,-0.015899041929328783,0.9894191845672504,-0.017881836028465603,1.1258503401360545,1.104422038009911,0.020670804069959692,2,BTCUSDT,1776006000000
0.0005843454695582118,0.000584174806225309,0.9974091196075184,0.9899700376835684,0.9846509139126377,-534.0824655741744,25.742287172349137,19.57570882766811,-481.59177017105685,-400.92806564676874,-80.66370452428811,0.2496024980664776,0.0036750147562830213,0.468297005438381,0.00198279409913682,-0.002140841095117141,-0.002559056780655933,0.00018343844869872505,-0.007515396903398863,-0.010174731145261351,-0.032392841689745766,0.001973482823364036,0.8070050035739734,0.002877883115491545,0.004750762213230578,1.26e-06,-1.1392499999999998e-05,5.112382027980698e-06,0.00016807000000000004,0.00613044213565983,0.9954239594065782,0.005546096666101619,1.1579628830384117,1.111230923841963,0.028522923302999992,2,BTCUSDT,1776009600000
0.0029637508305133675,0.0029593675794610396,1.0002840149510004,0.9935449834230243,0.9880508322332437,-482.1211962078378,36.95750452079533,36.039886039885566,-458.7514571136271,-412.49274394014043,-46.25871317348668,0.3291876627030971,0.0037419127988748066,0.8009021982464031,0.0005843454695582118,0.00198279409913682,-0.002140841095117141,-0.005388741185018975,0.0008192359990877307,-0.0074684162769596,-0.03127047990942178,0.004942334739803013,0.7154240182128582,0.002452071243821043,0.004801826931059489,1.26e-06,-9.584999999999995e-06,6.693679321357079e-06,0.00016614000000000003,-0.0012881336341914462,0.9943365542147634,-0.004251884464704814,1.174858634188778,1.119653058173516,0.014590926356838896,0,BTCUSDT,1776013200000
